Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides CoV-D1-1	Peptides CoV-D1-2	Peptides CoV-D1-3	Peptides CoV-D2-1	Peptides CoV-D2-2	Peptides CoV-D2-3	Peptides DV1	Peptides DV2	Peptides DV3	Peptides FlaviC1	Peptides FlaviC2	Peptides FlaviC3	Peptides Mock1	Peptides Mock2	Peptides Mock3	Peptides RV	Peptides RV_C	Peptides ZV1	Peptides ZV2	Peptides ZV3	Razor + unique peptides CoV-D1-1	Razor + unique peptides CoV-D1-2	Razor + unique peptides CoV-D1-3	Razor + unique peptides CoV-D2-1	Razor + unique peptides CoV-D2-2	Razor + unique peptides CoV-D2-3	Razor + unique peptides DV1	Razor + unique peptides DV2	Razor + unique peptides DV3	Razor + unique peptides FlaviC1	Razor + unique peptides FlaviC2	Razor + unique peptides FlaviC3	Razor + unique peptides Mock1	Razor + unique peptides Mock2	Razor + unique peptides Mock3	Razor + unique peptides RV	Razor + unique peptides RV_C	Razor + unique peptides ZV1	Razor + unique peptides ZV2	Razor + unique peptides ZV3	Unique peptides CoV-D1-1	Unique peptides CoV-D1-2	Unique peptides CoV-D1-3	Unique peptides CoV-D2-1	Unique peptides CoV-D2-2	Unique peptides CoV-D2-3	Unique peptides DV1	Unique peptides DV2	Unique peptides DV3	Unique peptides FlaviC1	Unique peptides FlaviC2	Unique peptides FlaviC3	Unique peptides Mock1	Unique peptides Mock2	Unique peptides Mock3	Unique peptides RV	Unique peptides RV_C	Unique peptides ZV1	Unique peptides ZV2	Unique peptides ZV3	Sequence length	Sequence lengths	Intensity CoV-D1-1	Intensity CoV-D1-2	Intensity CoV-D1-3	Intensity CoV-D2-1	Intensity CoV-D2-2	Intensity CoV-D2-3	Intensity DV1	Intensity DV2	Intensity DV3	Intensity FlaviC1	Intensity FlaviC2	Intensity FlaviC3	Intensity Mock1	Intensity Mock2	Intensity Mock3	Intensity RV	Intensity RV_C	Intensity ZV1	Intensity ZV2	Intensity ZV3	LFQ intensity CoV-D1-1	LFQ intensity CoV-D1-2	LFQ intensity CoV-D1-3	LFQ intensity CoV-D2-1	LFQ intensity CoV-D2-2	LFQ intensity CoV-D2-3	LFQ intensity DV1	LFQ intensity DV2	LFQ intensity DV3	LFQ intensity FlaviC1	LFQ intensity FlaviC2	LFQ intensity FlaviC3	LFQ intensity Mock1	LFQ intensity Mock2	LFQ intensity Mock3	LFQ intensity RV	LFQ intensity RV_C	LFQ intensity ZV1	LFQ intensity ZV2	LFQ intensity ZV3	Protein IDs	Majority protein IDs
			6	6	6	4.5	4.5	4.5	263.83	0	11.929	427150	32	6	6	6	NaN	1	0	0	0	0	0	0	6	5	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	5	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	5	6	0	0	0	0	0	0	0	0	0	1	0	2426	2426	0	0	0	0	0	0	106610	108230	212310	0	0	0	0	0	0	0	0	0	0	0	13.7603433125183	15.9818161492136	14.2998319949624	15.3034195548732	13.9242266148839	13.1761850556516	19.5652322661908	19.1128365353843	19.4888757199645	15.7019192076368	14.4131939348591	11.6178428913413	13.8632041373786	15.0551980547662	14.0386933180682	13.0025538385039	12.8220507148559	15.4312033352732	14.5128245043477	15.5437463837475	sp|P18583|SON_HUMAN	sp|P18583|SON_HUMAN
			6	6	6	29.9	29.9	29.9	21.397	0	40.455	6612900	28	6	6	6	NaN	1	1	0	0	1	1	1	3	4	5	0	0	0	0	0	0	2	0	3	2	0	1	0	0	1	1	1	3	4	5	0	0	0	0	0	0	2	0	3	2	0	1	0	0	1	1	1	3	4	5	0	0	0	0	0	0	2	0	3	2	0	184	184	63798	0	0	740840	313060	773990	283640	531950	702400	0	0	0	0	0	0	3068900	0	63286	71075	0	14.0673755058146	15.9237924182306	14.5886947457234	14.7596289308493	14.6435082984903	14.5311591016738	18.7408677579973	18.9832051698931	18.4004542080847	13.8041638086355	14.4126319431359	14.4109301621035	13.2850707500022	14.7861608047061	13.9850722555024	19.3251385319142	14.0848148789032	17.8355940148019	18.5064935473335	15.0494199233421	sp|P18621|RL17_HUMAN	sp|P18621|RL17_HUMAN
			12	12	6	59.4	59.4	39	28.804	0	256.43	41433000	74	NaN	NaN	NaN	NaN	2	4	0	1	4	1	3	8	9	7	4	0	0	0	0	0	2	2	5	2	6	4	0	1	4	1	3	8	9	7	4	0	0	0	0	0	2	2	5	2	6	0	0	1	1	1	1	4	4	3	0	0	0	0	0	0	2	2	3	2	3	254	NaN	20696000	0	410530	2149800	620200	5883000	1208000	1057700	951020	98728	0	0	0	0	0	7429400	342340	311720	64921	209880	23.6617737493646	13.9962951334966	19.6124149927726	19.356168231555	19.4279797857997	20.1543731303694	19.7971548726296	19.7302578356548	19.8009504418825	20.8694402210039	14.2058936362445	13.5983727569655	14.5586405756884	14.9672274022612	15.8067602214947	20.7385112339019	20.3579943600662	19.9328664109198	19.3457690627241	19.36527584682	sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN	sp|P18669|PGAM1_HUMAN
			6	6	6	21.1	21.1	21.1	44.969	0	21.301	8521900	24	6	6	6	NaN	1	0	0	1	3	2	3	3	5	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	2	3	3	5	4	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	2	3	3	5	4	0	0	0	0	0	0	2	0	0	0	0	421	421	0	0	184240	1291200	1069700	1441600	339160	381900	601750	0	0	0	0	0	0	3212400	0	0	0	0	13.8846670870307	15.1491777337407	18.2717548056465	18.7045858920184	18.9009198611345	18.3769562736616	17.7984844580422	18.5526615934635	18.6646972678057	14.0803179741506	13.9597286107849	14.7499589905277	13.6336232732073	13.8804710684097	15.0439129211668	18.7522172886814	14.1886810190462	15.5154326608439	15.1191244733555	14.8941236320673	sp|P18754|RCC1_HUMAN	sp|P18754|RCC1_HUMAN
			5	5	5	8.8	8.8	8.8	69.476	0	10.959	360090	7	5	5	5	NaN	1	0	0	0	0	0	0	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	0	0	0	0	0	0	0	0	0	0	633	633	0	0	0	0	0	0	72520	236760	50804	0	0	0	0	0	0	0	0	0	0	0	14.4045980893876	14.8706400735119	13.3423044130313	15.92196444189	13.8289079173335	14.1736083615202	17.1001079183076	18.0255613539206	17.2821110767192	15.5209904416285	14.5277155239835	15.3292356559882	14.5575789766045	14.3512041757709	14.3890911837681	13.9855598510402	15.2581802162106	14.5470337774953	15.130004364324	14.5099255103387	sp|P18887|XRCC1_HUMAN	sp|P18887|XRCC1_HUMAN
			15	2	2	25.4	5.3	5.3	49.211	0	6.9483	40552	3	15	2	2	NaN	1	5	6	7	8	6	11	7	13	8	9	8	6	6	6	8	4	5	10	7	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	456	456	0	0	0	0	0	0	0	40552	0	0	0	0	0	0	0	0	0	0	0	0	13.4827090440796	15.192138830441	14.6795618688911	16.1675704176814	15.142768431081	14.061458024474	15.3373435679732	16.1210680306462	14.2958941898264	13.5825865712261	13.1347729033426	14.4337733052576	12.9659524817803	14.6127149040028	14.9196806127771	14.2071118058885	14.1144886605866	14.6051412826315	15.3739884641943	14.7778143006255	sp|P19012|K1C15_HUMAN	sp|P19012|K1C15_HUMAN
			17	11	10	33.7	25.4	23.1	56.143	0	124.43	4559000	20	17	11	10	NaN	1	1	4	2	2	2	3	5	4	2	13	4	3	1	1	1	4	5	12	5	4	0	2	0	0	0	1	0	1	0	10	0	0	0	0	0	0	0	7	1	0	0	1	0	0	0	1	0	1	0	9	0	0	0	0	0	0	0	6	0	0	520	520	0	285300	0	0	0	3811400	0	0	0	192040	0	0	0	0	0	0	0	270230	0	0	14.2454166225784	20.6656169721516	12.9509189867656	16.2863100827234	14.9430922692884	19.8814844355902	14.3377103941233	13.8160667963088	16.1441375334106	20.5027113983859	12.9894052382002	15.5177380953615	14.9914768467915	14.0679484056049	15.0364114483191	15.5720491072123	13.8720256854037	19.4320647182121	16.6736269652869	15.8123056633736	sp|P19013|K2C4_HUMAN	sp|P19013|K2C4_HUMAN
			2	2	2	2.2	2.2	2.2	148.53	0.0058017	2.6135	156020	4	2	2	2	NaN	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	1	1290	1290	0	0	0	0	0	0	73342	30038	32322	0	0	0	0	0	0	0	0	0	0	20315	15.2732500385322	16.2745926340029	15.0566465470445	14.4160767239187	13.0039214329019	15.2843982122315	17.0064575773058	17.0378900851425	16.4573327798852	15.5357441832606	15.9761569603885	13.5781854808846	14.6470011732912	13.8101213878132	15.373939876814	14.1697316432526	15.9205576824247	14.7245670400243	14.5239672772724	16.8006977143631	sp|P19174|PLCG1_HUMAN	sp|P19174|PLCG1_HUMAN
			40	40	40	39.3	39.3	39.3	76.613	0	323.31	574890000	673	40	40	40	NaN	1	8	6	17	20	19	18	36	34	32	6	3	4	4	5	9	22	2	19	18	23	8	6	17	20	19	18	36	34	32	6	3	4	4	5	9	22	2	19	18	23	8	6	17	20	19	18	36	34	32	6	3	4	4	5	9	22	2	19	18	23	710	710	1755500	319590	13090000	43764000	50345000	62152000	28027000	28185000	22347000	119400	50613	81926	356200	672250	658420	315130000	232340	3180200	1349200	3075900	21.3479219275584	20.9075655269406	23.6593801371338	24.3085534575805	24.625390026023	23.4741980807181	25.4298832715035	25.4812377400507	25.3420453612218	20.0236406638271	17.3999120688501	17.7837911866488	19.0308772409974	21.0833624568205	21.0107247759418	25.3261513048872	16.5512876946094	23.4760539555603	22.9343250885078	23.5340967130597	sp|P19338|NUCL_HUMAN	sp|P19338|NUCL_HUMAN
			8	8	8	27.7	27.7	27.7	27.391	0	149.13	11154000	54	8	8	8	NaN	1	2	2	3	2	1	2	1	1	0	8	8	8	1	1	3	0	0	2	3	5	2	2	3	2	1	2	1	1	0	8	8	8	1	1	3	0	0	2	3	5	2	2	3	2	1	2	1	1	0	8	8	8	1	1	3	0	0	2	3	5	249	249	201360	257460	2369000	1316400	502470	1947000	68545	132170	0	954150	1091100	925950	27524	157830	557270	0	0	190090	168450	287510	20.0233699385418	20.5792975207059	20.7659561839296	19.0783019841778	18.3983679411766	18.7724950026273	16.808260347656	18.4045345604153	13.9044034763737	21.9785135652506	21.6310313632105	21.9445304889907	16.5394314721554	19.4174281400984	20.3351635199658	15.5357719477734	12.7113884832872	19.8179704401675	19.6987996063481	19.6529324785392	sp|P19404|NDUV2_HUMAN	sp|P19404|NDUV2_HUMAN
			9	9	9	27.6	27.6	27.6	49.955	0	27.806	858480	12	9	9	9	NaN	1	0	0	0	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0	0	0	482	482	0	0	0	0	0	0	0	424400	0	0	0	0	280330	153740	0	0	0	0	0	0	15.8741155770145	15.0917739538869	16.4760881380295	15.1152241309406	13.9252950615524	15.0630487802609	14.3283510571189	20.1630009777721	13.8883820985186	14.7069054849509	14.6502812763423	16.1459302084078	19.5765138711968	19.2777595991232	13.6283942820628	14.2077349578699	12.7850835100716	14.3615711542177	15.3378054851839	16.4970606577641	sp|P19971|TYPH_HUMAN	sp|P19971|TYPH_HUMAN
			9	9	9	35.4	35.4	35.4	38.388	0	36.298	11264000	29	9	9	9	NaN	1	1	0	1	5	4	6	7	6	5	0	0	0	1	1	0	1	1	3	1	4	1	0	1	5	4	6	7	6	5	0	0	0	1	1	0	1	1	3	1	4	1	0	1	5	4	6	7	6	5	0	0	0	1	1	0	1	1	3	1	4	333	333	26730	0	88478	767920	703810	6050700	1046600	733440	560390	0	0	0	71555	302690	0	476330	152340	113760	9998.6	159140	17.8660473282311	14.5107839016453	17.3681142232219	17.2395798838764	17.528179366948	20.0991834100793	19.208505867082	19.4052619819206	19.2268449062955	13.2878701562172	13.4428611223302	13.4021354973755	18.6239243450994	19.3069472548423	14.4903355947338	16.917418701495	18.5101692054769	18.8041688430198	17.0910427572001	18.9832051698931	sp|P20042|IF2B_HUMAN	sp|P20042|IF2B_HUMAN
			11	11	11	25	25	25	52.739	0	208.32	30283000	53	11	11	11	NaN	1	0	1	4	4	5	7	4	5	6	1	1	1	0	0	1	5	1	5	3	2	0	1	4	4	5	7	4	5	6	1	1	1	0	0	1	5	1	5	3	2	0	1	4	4	5	7	4	5	6	1	1	1	0	0	1	5	1	5	3	2	488	488	0	21585	1216100	1676700	4436400	7122500	939420	889190	1104700	18795	17617	12818	0	0	23451	12306000	27405	271700	71214	128160	14.9092147386866	17.9146770988536	19.6209393036525	19.5643765310218	20.3641004480623	20.2137117981057	19.6976293791316	20.5491491683294	20.0431341142837	18.1518985242037	18.8171273158028	18.8783443375606	12.7073860976365	15.979144643357	17.2194899744711	20.060917536535	17.452981191297	19.2000987800617	19.3282103378217	18.815846072898	sp|P20073|ANXA7_HUMAN	sp|P20073|ANXA7_HUMAN
			2	2	2	13.3	13.3	13.3	24.389	0	4.2217	723750	2	NaN	NaN	NaN	NaN	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	NaN	0	0	0	568220	0	155530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6474581192305	14.2950215141088	14.2201045866394	17.3916295903015	12.9659395813332	15.934335888026	14.6097828014342	14.1604139745316	14.6439929859092	15.0780138526293	15.8412280104474	13.7641836080574	14.9190235602607	14.9268642881675	13.7635757587443	15.5377864618557	12.0818488763397	14.1233065861017	13.8627329247778	15.717698460677	sp|P20338|RAB4A_HUMAN;sp|P61018|RAB4B_HUMAN	sp|P20338|RAB4A_HUMAN;sp|P61018|RAB4B_HUMAN
+			4	1	1	20.5	5.6	5.6	23.658	1	-2	1815000	3	4	1	1	NaN	1	1	1	1	3	1	3	1	1	1	1	0	0	0	0	1	0	0	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	215	215	0	0	0	872240	0	913290	0	0	0	0	0	0	0	0	0	0	0	29429	0	0	13.1269643556023	14.8053228834405	14.1100098496291	18.2608184856213	13.6698489271232	17.4241498825312	14.5950588965646	13.9885125761427	13.6540607243234	14.6917029674758	15.5257399928903	12.4759180570565	13.9565208754173	14.0795118234986	14.4540934662422	13.9831207799902	12.8400337193461	16.2340689511831	16.2106813289461	14.7723256568455	sp|P20339|RAB5A_HUMAN	sp|P20339|RAB5A_HUMAN
			4	4	3	18.8	18.8	14.4	23.593	0	20.359	13899000	26	NaN	NaN	NaN	NaN	3	1	0	1	4	0	3	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	4	0	3	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	3	0	3	1	1	1	1	1	1	0	0	0	1	0	1	1	1	208	NaN	49500	0	557200	9385400	0	924460	469230	590310	571720	67828	44167	27011	0	0	0	735830	0	256280	64542	155640	17.7780257798516	14.8158268970586	19.086903323786	21.6154895501335	13.3540187017958	16.9767878490948	19.193616796564	19.4386984654545	19.4278366034585	17.9652206218142	17.1941219966435	17.0512301868564	14.4629206236314	14.0940883451956	13.8384218964154	17.0591754379151	13.7988853146966	19.6944361090795	18.6220303642429	19.1571643366645	sp|P20340|RAB6A_HUMAN;sp|Q9NRW1|RAB6B_HUMAN;sp|Q14964|RB39A_HUMAN	sp|P20340|RAB6A_HUMAN;sp|Q9NRW1|RAB6B_HUMAN
			1	1	1	11.8	11.8	11.8	12.059	0.0057471	2.5353	747520	1	1	1	1	NaN	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	110	747520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.4307179687621	15.4168531718782	13.21165491968	15.6104011381217	13.774528508936	13.7041133814564	14.5472043426348	15.2344134807287	13.3702351225136	15.1179782928301	14.6100383178211	13.7812557342922	14.8415226681109	14.2223522054566	13.9551472297244	14.1876479416154	15.0094709018333	14.1809427321949	15.3069717189984	15.2458140969899	sp|P20472|PRVA_HUMAN	sp|P20472|PRVA_HUMAN
			4	4	4	24.9	24.9	24.9	26.489	0	10.563	3713600	7	4	4	4	NaN	1	0	0	0	4	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	241	241	0	0	0	1999700	140580	1501100	0	72267	0	0	0	0	0	0	0	0	0	0	0	0	14.6095374911591	17.014971764336	14.153805787244	19.4323502307879	16.7079252701602	18.0432409370627	14.1339993723277	17.052928849254	15.0486514685221	13.7969317204276	14.1128118773901	13.5612699059857	15.8128203469265	14.3377185148676	13.0235301157675	14.0760355558866	13.9307148721841	16.2145463700597	16.2909614015704	15.2815398164078	sp|P20618|PSB1_HUMAN	sp|P20618|PSB1_HUMAN
			4	4	4	41.3	41.3	41.3	16.762	0	10.809	2318100	15	4	4	4	NaN	1	1	1	1	2	1	1	0	1	0	2	1	1	1	0	2	0	0	1	1	0	1	1	1	2	1	1	0	1	0	2	1	1	1	0	2	0	0	1	1	0	1	1	1	2	1	1	0	1	0	2	1	1	1	0	2	0	0	1	1	0	150	150	50184	67092	378950	518250	130100	335700	0	57057	0	215680	77497	93020	64791	0	232100	0	0	57079	40586	0	17.7640940671167	18.0719022437332	18.5815242573758	17.040782009798	16.7425462864483	17.5955780188311	15.0081400195549	15.4581777663904	15.7688266232221	14.686709126947	13.7382382474534	15.0869534025275	18.5423064225826	13.5370134341146	18.5203731363397	13.7393608250723	13.4997355582374	15.5882034325844	15.5813335847664	14.8924001516605	sp|P20674|COX5A_HUMAN	sp|P20674|COX5A_HUMAN
			3	3	3	8.5	8.5	8.5	66.408	0	4.5697	1793500	3	NaN	NaN	NaN	NaN	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	NaN	0	0	52316	1741200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8900187370915	14.5399482286227	17.6614997732721	18.8098309187368	14.9634175118468	15.1612515625648	14.6845220045251	15.6792186423543	15.9493277286866	13.9963306160469	15.2679762847795	13.4667334193716	14.3103748875297	13.3912307954059	15.0795124879796	14.4170154207844	13.9292122163028	14.9854334426617	14.1178741414826	14.0594553526057	sp|P20700|LMNB1_HUMAN;sp|Q03252|LMNB2_HUMAN	sp|P20700|LMNB1_HUMAN
			21	21	21	4.8	4.8	4.8	772.91	0	21.182	340290	22	21	21	21	NaN	1	1	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	6669	6669	39333	0	0	0	0	0	0	0	0	245730	0	0	0	55222	0	0	0	0	0	0	15.1350278525395	16.7840908700626	14.311111291295	14.284100535675	16.1817083045107	15.6334942048284	14.5255375743191	14.535325411747	15.1990995473111	21.0686129806984	13.7553693351957	12.7928687049336	14.5659186472296	16.3862161571994	14.02165456083	14.4993785945698	15.3046409470109	14.8359727022624	15.0544941509869	15.2015869564845	sp|P20929|NEBU_HUMAN	sp|P20929|NEBU_HUMAN
			28	28	28	15.8	15.8	15.8	435.16	0	137.65	1364600	45	28	28	28	NaN	1	0	0	0	0	0	0	2	24	0	2	11	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	24	0	2	11	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	24	0	2	11	1	0	0	0	0	0	2	0	0	4061	4061	0	0	0	0	0	0	60618	914530	0	12094	324490	8081.3	0	0	0	0	0	44819	0	0	14.7659760739809	15.2250825475352	15.2484867937088	15.2518142964376	14.5412216840352	13.8148598614586	15.6627239996396	21.3313959059244	14.1605958115564	15.8300199630597	20.5823331284411	14.3901017650379	14.8275920343554	13.5232394982651	14.6946817533971	15.5261702895353	14.3965648732591	15.458502738435	15.7316557121334	14.5009501571621	sp|P20930|FILA_HUMAN	sp|P20930|FILA_HUMAN
			4	4	4	4.7	4.7	4.7	91.361	0	5.2351	430010	7	NaN	NaN	NaN	NaN	3	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	1	0	0	783	NaN	0	0	0	0	0	0	43440	220570	150460	0	0	0	0	0	0	0	0	15550	0	0	15.4345906299001	15.539331952522	14.2408384023245	15.2372883689382	15.2125228441735	15.8580722638988	17.2549732280617	14.7332439147343	17.9107012802166	13.5613575996085	13.8754001383834	15.3089673222892	14.341756094225	13.5170342946684	13.5086243536479	13.7145966033182	13.0093380367094	15.7601465034731	13.6998320474242	15.249438402138	sp|Q9UQ88|CD11A_HUMAN;sp|P21127|CD11B_HUMAN;sp|Q13882|PTK6_HUMAN	sp|Q9UQ88|CD11A_HUMAN;sp|P21127|CD11B_HUMAN
			5	5	5	42	42	42	20.567	0	18.232	15734000	31	5	5	5	NaN	1	1	1	2	2	2	3	2	2	2	0	0	0	0	0	0	4	2	2	2	2	1	1	2	2	2	3	2	2	2	0	0	0	0	0	0	4	2	2	2	2	1	1	2	2	2	3	2	2	2	0	0	0	0	0	0	4	2	2	2	2	193	193	41390	38403	341100	634110	431660	2084000	54304	242290	327320	0	0	0	0	0	0	10977000	303590	107240	33910	118030	18.2041890239872	18.275078726951	18.2370138478777	18.7696893627557	17.5670350892686	18.4264039979351	16.8666510926428	18.767201650528	18.687054398675	14.5241044819322	12.8099547582091	14.1846673880674	14.2062451967207	14.0226724617913	15.5474277827691	19.8337888232163	19.2458590533122	18.5527741501275	17.8188442712305	19.0700685200127	sp|P21291|CSRP1_HUMAN	sp|P21291|CSRP1_HUMAN
			29	29	27	16.4	16.4	15.8	280.74	0	97.862	22446000	143	29	29	27	NaN	1	4	4	4	5	5	10	17	23	22	2	3	3	3	3	4	10	4	12	9	9	4	4	4	5	5	10	17	23	22	2	3	3	3	3	4	10	4	12	9	9	3	3	4	3	5	9	17	23	22	2	3	3	3	3	4	10	4	12	9	9	2647	2647	263580	238680	225800	1323400	1497200	5623000	950670	646700	654270	13714	34367	20984	141380	184070	342190	9461800	229780	277960	164860	152020	18.4682183233442	20.2851177050462	17.7368775363616	19.5281221220667	18.6457217515529	21.7131381141402	21.6042201986526	21.3373975957877	21.401506627512	17.383636799548	17.9166609069552	17.3912100192528	17.8218985186395	17.6945211280281	19.8071913818567	20.8856904161099	17.716926609389	19.872344224768	19.9621165334871	19.5867921526777	sp|P21333|FLNA_HUMAN	sp|P21333|FLNA_HUMAN
			4	4	4	9.2	9.2	9.2	37.567	0	4.8265	5138400	5	4	4	4	NaN	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	349	349	5125200	0	0	0	0	0	0	0	0	13162	0	0	0	0	0	0	0	0	0	0	22.2034125304776	13.9366753834701	14.4129787921119	14.0702264813954	14.425050915596	14.040206888381	15.4533756089823	14.3722450234294	14.2976968816467	17.0527166257995	16.6671040753845	14.5900907459065	15.0841909590235	14.5735034985844	15.6891670024377	14.4751057912708	13.3628518901015	14.1803935112373	16.0205597079004	15.1057498013791	sp|P21695|GPDA_HUMAN	sp|P21695|GPDA_HUMAN
			11	11	11	49.1	49.1	49.1	30.772	0	86.965	17709000	19	11	11	11	NaN	1	2	1	1	9	0	3	0	2	0	5	1	1	1	3	2	0	0	1	0	0	2	1	1	9	0	3	0	2	0	5	1	1	1	3	2	0	0	1	0	0	2	1	1	9	0	3	0	2	0	5	1	1	1	3	2	0	0	1	0	0	283	283	72127	56615	86322	16462000	0	515440	0	58959	0	107190	14887	17130	64749	119050	119290	0	0	16169	0	0	17.2878927051594	16.5502808398748	14.8620076875573	22.6465613468618	14.7402176672313	16.4297172955343	14.5405610696444	15.5028318040667	15.8903502056987	20.2234078425813	14.4755434568578	14.9775482569966	15.7962424482032	16.8475712440326	16.7922056566579	14.870033223434	12.4665759536683	14.3075565996777	14.9478433746959	14.5778140261081	sp|P21796|VDAC1_HUMAN	sp|P21796|VDAC1_HUMAN
			7	7	7	25.7	25.7	25.7	31.629	0	9.7532	3856900	39	7	7	7	NaN	1	0	1	0	0	0	1	1	0	0	6	6	6	0	1	3	0	1	5	5	4	0	1	0	0	0	1	1	0	0	6	6	6	0	1	3	0	1	5	5	4	0	1	0	0	0	1	1	0	0	6	6	6	0	1	3	0	1	5	5	4	280	280	0	39107	0	0	0	1223500	19365	0	0	481830	509310	503590	0	37304	195200	0	326430	205850	146230	169120	14.9998613413361	18.4993476328766	14.4049776535111	15.9980313310288	15.5576103858395	18.6537197896246	15.6183568224443	14.4572780811684	14.3069132139569	21.1119074189489	19.7730264917666	21.1451958078361	15.4094541798899	17.6317596785928	19.2562409438434	15.3932457461156	20.598325161209	18.459319544135	18.3854917054724	18.9980780180756	sp|P21912|SDHB_HUMAN	sp|P21912|SDHB_HUMAN
			4	4	4	15.1	15.1	15.1	43.122	0	25.14	584860	10	4	4	4	NaN	1	0	1	0	0	0	0	0	0	0	2	1	2	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	2	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	2	0	2	1	0	0	1	0	0	392	392	0	32881	0	0	0	0	0	0	0	66311	24235	27382	0	320080	99184	0	0	14793	0	0	16.7196799065833	15.9437272409147	15.7208845105447	15.6431405379167	15.6061530897458	14.4067243847292	14.8559727876403	15.2890975250272	14.3782868958344	17.1820451218271	16.7073860960753	16.8655641347104	14.0171264714385	15.3926136837463	14.2755234162763	15.1333786993002	14.5439012042209	15.6240243353497	16.0154471927311	14.6009278053284	sp|P21953|ODBB_HUMAN	sp|P21953|ODBB_HUMAN
